Datum,Uur,Aantal_check_ins
31-3-2023,14,291.7
31-3-2023,15,321.0
31-3-2023,16,316.7
31-3-2023,17,314.3
31-3-2023,18,240.1
31-3-2023,19,162.1
31-3-2023,20,118.2
31-3-2023,21,107.0
31-3-2023,22,108.3
31-3-2023,23,96.4
1-4-2023,0,46.9
1-4-2023,1,9.1
1-4-2023,2,3.6
1-4-2023,3,3.1
1-4-2023,4,3.2
1-4-2023,5,5.3
1-4-2023,6,16.0
1-4-2023,7,35.7
1-4-2023,8,67.1
1-4-2023,9,97.2
1-4-2023,10,117.0
1-4-2023,11,144.8
1-4-2023,12,168.9
1-4-2023,13,185.8
1-4-2023,14,186.6
1-4-2023,15,184.3
1-4-2023,16,185.7
1-4-2023,17,181.2
1-4-2023,18,149.7
1-4-2023,19,122.8
1-4-2023,20,94.9
1-4-2023,21,88.8
1-4-2023,22,98.5
1-4-2023,23,91.0
2-4-2023,0,44.0
2-4-2023,1,9.4
2-4-2023,2,4.0
2-4-2023,3,3.2
2-4-2023,4,3.3
2-4-2023,5,4.4
2-4-2023,6,5.9
2-4-2023,7,16.0
2-4-2023,8,34.3
2-4-2023,9,62.3
2-4-2023,10,84.1
2-4-2023,11,113.2
2-4-2023,12,134.1
2-4-2023,13,146.2
2-4-2023,14,144.2
2-4-2023,15,140.8
2-4-2023,16,143.3
2-4-2023,17,144.7
2-4-2023,18,124.9
2-4-2023,19,105.9
2-4-2023,20,88.4
2-4-2023,21,75.3
2-4-2023,22,59.5
2-4-2023,23,37.3
3-4-2023,0,11.1
3-4-2023,1,1.0
3-4-2023,2,0.4
3-4-2023,3,0.6
3-4-2023,4,1.6
3-4-2023,5,17.8
3-4-2023,6,99.7
3-4-2023,7,320.8
3-4-2023,8,400.3
3-4-2023,9,227.5
3-4-2023,10,180.1
3-4-2023,11,182.2
3-4-2023,12,217.8
3-4-2023,13,216.0
3-4-2023,14,255.3
3-4-2023,15,302.4
3-4-2023,16,342.5
3-4-2023,17,360.9
3-4-2023,18,202.6
3-4-2023,19,113.7
3-4-2023,20,78.5
3-4-2023,21,72.7
3-4-2023,22,60.5
3-4-2023,23,36.1
4-4-2023,0,10.2
4-4-2023,1,0.9
4-4-2023,2,0.4
4-4-2023,3,0.6
4-4-2023,4,1.6
4-4-2023,5,18.1
4-4-2023,6,106.8
4-4-2023,7,342.2
4-4-2023,8,423.5
4-4-2023,9,241.4
4-4-2023,10,185.4
4-4-2023,11,183.8
4-4-2023,12,225.0
4-4-2023,13,226.4
4-4-2023,14,263.0
4-4-2023,15,303.0
4-4-2023,16,355.0
4-4-2023,17,381.4
4-4-2023,18,222.2
4-4-2023,19,122.8
4-4-2023,20,85.8
4-4-2023,21,80.8
4-4-2023,22,71.2
4-4-2023,23,46.7
5-4-2023,0,12.3
5-4-2023,1,1.0
5-4-2023,2,0.4
5-4-2023,3,0.6
5-4-2023,4,1.7
5-4-2023,5,17.6
5-4-2023,6,93.3
5-4-2023,7,299.2
5-4-2023,8,379.8
5-4-2023,9,227.1
5-4-2023,10,183.5
5-4-2023,11,189.7
5-4-2023,12,234.1
5-4-2023,13,229.8
5-4-2023,14,258.2
5-4-2023,15,296.1
5-4-2023,16,329.4
5-4-2023,17,342.0
5-4-2023,18,213.5
5-4-2023,19,126.5
5-4-2023,20,85.6
5-4-2023,21,79.6
5-4-2023,22,82.9
5-4-2023,23,57.1
6-4-2023,0,15.9
6-4-2023,1,1.3
6-4-2023,2,0.5
6-4-2023,3,0.6
6-4-2023,4,1.9
6-4-2023,5,18.1
6-4-2023,6,103.4
6-4-2023,7,330.5
6-4-2023,8,419.4
6-4-2023,9,243.3
6-4-2023,10,192.7
6-4-2023,11,197.1
6-4-2023,12,245.3
6-4-2023,13,241.2
6-4-2023,14,278.6
6-4-2023,15,319.6
6-4-2023,16,360.5
6-4-2023,17,388.7
6-4-2023,18,253.1
6-4-2023,19,151.5
6-4-2023,20,104.5
6-4-2023,21,99.6
6-4-2023,22,98.2
6-4-2023,23,76.5
7-4-2023,0,25.1
7-4-2023,1,2.7
7-4-2023,2,1.3
7-4-2023,3,1.4
7-4-2023,4,3.2
7-4-2023,5,16.3
7-4-2023,6,60.1
7-4-2023,7,136.5
7-4-2023,8,176.4
7-4-2023,9,142.6
7-4-2023,10,142.3
7-4-2023,11,162.8
7-4-2023,12,191.0
7-4-2023,13,204.1
7-4-2023,14,215.1
7-4-2023,15,239.6
7-4-2023,16,256.9
7-4-2023,17,257.5
7-4-2023,18,204.4
7-4-2023,19,144.7
7-4-2023,20,101.5
7-4-2023,21,93.9
7-4-2023,22,103.0
7-4-2023,23,87.7
8-4-2023,0,41.1
8-4-2023,1,7.4
8-4-2023,2,2.9
8-4-2023,3,2.4
8-4-2023,4,2.8
8-4-2023,5,5.3
8-4-2023,6,16.0
8-4-2023,7,35.7
8-4-2023,8,65.2
8-4-2023,9,96.3
8-4-2023,10,123.2
8-4-2023,11,149.9
8-4-2023,12,172.7
8-4-2023,13,184.5
8-4-2023,14,184.4
8-4-2023,15,184.5
8-4-2023,16,181.8
8-4-2023,17,176.7
8-4-2023,18,150.7
8-4-2023,19,122.6
8-4-2023,20,98.6
8-4-2023,21,91.0
8-4-2023,22,98.8
8-4-2023,23,84.4
9-4-2023,0,39.0
9-4-2023,1,7.5
9-4-2023,2,2.9
9-4-2023,3,2.5
9-4-2023,4,2.8
9-4-2023,5,4.4
9-4-2023,6,6.0
9-4-2023,7,19.7
9-4-2023,8,36.4
9-4-2023,9,64.8
9-4-2023,10,88.2
9-4-2023,11,104.8
9-4-2023,12,116.6
9-4-2023,13,124.1
9-4-2023,14,128.9
9-4-2023,15,131.6
9-4-2023,16,123.9
9-4-2023,17,116.6
9-4-2023,18,111.0
9-4-2023,19,100.2
9-4-2023,20,85.6
9-4-2023,21,78.5
9-4-2023,22,76.7
9-4-2023,23,53.0
10-4-2023,0,19.3
10-4-2023,1,2.0
10-4-2023,2,0.8
10-4-2023,3,0.8
10-4-2023,4,1.6
10-4-2023,5,3.7
10-4-2023,6,5.9
10-4-2023,7,20.1
10-4-2023,8,40.5
10-4-2023,9,64.4
10-4-2023,10,88.5
10-4-2023,11,111.6
10-4-2023,12,122.1
10-4-2023,13,133.9
10-4-2023,14,145.3
10-4-2023,15,150.7
10-4-2023,16,146.4
10-4-2023,17,135.7
10-4-2023,18,113.7
10-4-2023,19,99.1
10-4-2023,20,85.1
10-4-2023,21,73.5
10-4-2023,22,56.5
10-4-2023,23,33.0
11-4-2023,0,9.5
11-4-2023,1,0.8
11-4-2023,2,0.4
11-4-2023,3,0.6
11-4-2023,4,1.5
11-4-2023,5,19.2
11-4-2023,6,110.2
11-4-2023,7,349.0
11-4-2023,8,422.4
11-4-2023,9,243.3
11-4-2023,10,193.8
11-4-2023,11,191.5
11-4-2023,12,232.8
11-4-2023,13,228.7
11-4-2023,14,262.6
11-4-2023,15,303.4
11-4-2023,16,350.2
11-4-2023,17,379.2
11-4-2023,18,221.5
11-4-2023,19,119.8
11-4-2023,20,85.3
11-4-2023,21,77.0
11-4-2023,22,67.9
11-4-2023,23,40.7
12-4-2023,0,12.0
12-4-2023,1,1.2
12-4-2023,2,0.5
12-4-2023,3,0.6
12-4-2023,4,1.7
12-4-2023,5,18.1
12-4-2023,6,100.0
12-4-2023,7,322.1
12-4-2023,8,402.1
12-4-2023,9,232.1
12-4-2023,10,185.7
12-4-2023,11,191.8
12-4-2023,12,240.0
12-4-2023,13,231.6
12-4-2023,14,264.3
12-4-2023,15,298.6
12-4-2023,16,332.7
12-4-2023,17,346.7
12-4-2023,18,207.3
12-4-2023,19,116.5
12-4-2023,20,85.0
12-4-2023,21,79.7
12-4-2023,22,72.7
12-4-2023,23,46.3
13-4-2023,0,13.7
13-4-2023,1,1.1
13-4-2023,2,0.4
13-4-2023,3,0.6
13-4-2023,4,1.7
13-4-2023,5,18.5
13-4-2023,6,106.6
13-4-2023,7,347.5
13-4-2023,8,438.7
13-4-2023,9,252.0
13-4-2023,10,192.9
13-4-2023,11,194.1
13-4-2023,12,240.6
13-4-2023,13,234.2
13-4-2023,14,270.2
13-4-2023,15,314.2
13-4-2023,16,358.0
13-4-2023,17,384.4
13-4-2023,18,235.1
13-4-2023,19,137.8
13-4-2023,20,104.4
13-4-2023,21,102.9
13-4-2023,22,92.3
13-4-2023,23,57.5
14-4-2023,0,19.0
14-4-2023,1,2.0
14-4-2023,2,1.0
14-4-2023,3,1.1
14-4-2023,4,2.4
14-4-2023,5,16.5
14-4-2023,6,81.0
14-4-2023,7,250.6
14-4-2023,8,322.7
14-4-2023,9,214.2
14-4-2023,10,184.2
14-4-2023,11,195.1
14-4-2023,12,237.8
14-4-2023,13,241.7
14-4-2023,14,269.7
14-4-2023,15,296.6
14-4-2023,16,303.0
14-4-2023,17,299.7
14-4-2023,18,229.1
14-4-2023,19,154.5
14-4-2023,20,112.1
14-4-2023,21,100.2
14-4-2023,22,104.5
14-4-2023,23,89.4
15-4-2023,0,42.7
15-4-2023,1,7.8
15-4-2023,2,2.7
15-4-2023,3,2.4
15-4-2023,4,2.6
15-4-2023,5,5.0
15-4-2023,6,16.2
15-4-2023,7,38.9
15-4-2023,8,72.8
15-4-2023,9,104.5
15-4-2023,10,125.0
15-4-2023,11,150.5
15-4-2023,12,171.8
15-4-2023,13,185.1
15-4-2023,14,186.2
15-4-2023,15,187.0
15-4-2023,16,188.5
15-4-2023,17,183.1
15-4-2023,18,156.4
15-4-2023,19,127.2
15-4-2023,20,102.8
15-4-2023,21,91.9
15-4-2023,22,94.5
15-4-2023,23,85.9
16-4-2023,0,41.8
16-4-2023,1,8.4
16-4-2023,2,3.2
16-4-2023,3,2.6
16-4-2023,4,2.9
16-4-2023,5,4.1
16-4-2023,6,6.9
16-4-2023,7,26.7
16-4-2023,8,59.1
16-4-2023,9,82.1
16-4-2023,10,105.7
16-4-2023,11,132.9
16-4-2023,12,150.4
16-4-2023,13,152.3
16-4-2023,14,150.8
16-4-2023,15,153.4
16-4-2023,16,152.0
16-4-2023,17,143.3
16-4-2023,18,126.7
16-4-2023,19,102.2
16-4-2023,20,83.5
16-4-2023,21,73.4
16-4-2023,22,68.9
16-4-2023,23,38.8
17-4-2023,0,11.2
17-4-2023,1,1.0
17-4-2023,2,0.4
17-4-2023,3,0.5
17-4-2023,4,1.6
17-4-2023,5,18.0
17-4-2023,6,100.1
17-4-2023,7,312.1
17-4-2023,8,385.3
17-4-2023,9,219.8
17-4-2023,10,174.8
17-4-2023,11,180.5
17-4-2023,12,218.5
17-4-2023,13,212.0
17-4-2023,14,244.3
17-4-2023,15,286.8
17-4-2023,16,325.6
17-4-2023,17,347.0
17-4-2023,18,198.8
17-4-2023,19,109.3
17-4-2023,20,79.4
17-4-2023,21,70.5
17-4-2023,22,60.3
17-4-2023,23,34.1
18-4-2023,0,10.9
18-4-2023,1,1.0
18-4-2023,2,0.4
18-4-2023,3,0.6
18-4-2023,4,1.6
18-4-2023,5,18.6
18-4-2023,6,107.7
18-4-2023,7,340.5
18-4-2023,8,419.2
18-4-2023,9,239.1
18-4-2023,10,183.7
18-4-2023,11,190.4
18-4-2023,12,236.3
18-4-2023,13,227.8
18-4-2023,14,257.3
18-4-2023,15,297.3
18-4-2023,16,345.0
18-4-2023,17,377.0
18-4-2023,18,219.8
18-4-2023,19,119.3
18-4-2023,20,85.1
18-4-2023,21,77.2
18-4-2023,22,70.8
18-4-2023,23,43.9
19-4-2023,0,13.0
19-4-2023,1,1.1
19-4-2023,2,0.4
19-4-2023,3,0.6
19-4-2023,4,1.8
19-4-2023,5,17.8
19-4-2023,6,93.7
19-4-2023,7,294.8
19-4-2023,8,370.5
19-4-2023,9,223.7
19-4-2023,10,181.0
19-4-2023,11,193.5
19-4-2023,12,239.1
19-4-2023,13,230.0
19-4-2023,14,253.9
19-4-2023,15,290.2
19-4-2023,16,321.8
19-4-2023,17,334.4
19-4-2023,18,210.6
19-4-2023,19,126.4
19-4-2023,20,93.0
19-4-2023,21,84.9
19-4-2023,22,78.0
19-4-2023,23,47.9
20-4-2023,0,14.7
20-4-2023,1,1.3
20-4-2023,2,0.5
20-4-2023,3,0.6
20-4-2023,4,1.9
20-4-2023,5,17.9
20-4-2023,6,101.1
20-4-2023,7,329.6
20-4-2023,8,424.9
20-4-2023,9,248.0
20-4-2023,10,196.7
20-4-2023,11,200.5
20-4-2023,12,245.7
20-4-2023,13,239.9
20-4-2023,14,272.1
20-4-2023,15,313.2
20-4-2023,16,352.8
20-4-2023,17,383.0
20-4-2023,18,246.5
20-4-2023,19,149.6
20-4-2023,20,110.0
20-4-2023,21,102.3
20-4-2023,22,97.0
20-4-2023,23,68.3
21-4-2023,0,26.0
21-4-2023,1,2.5
21-4-2023,2,1.0
21-4-2023,3,1.1
21-4-2023,4,2.4
21-4-2023,5,16.7
21-4-2023,6,80.0
21-4-2023,7,225.9
21-4-2023,8,280.3
21-4-2023,9,190.5
21-4-2023,10,168.1
21-4-2023,11,184.8
21-4-2023,12,223.5
21-4-2023,13,226.0
21-4-2023,14,241.3
21-4-2023,15,266.4
21-4-2023,16,279.1
21-4-2023,17,289.8
21-4-2023,18,222.2
21-4-2023,19,151.5
21-4-2023,20,123.1
21-4-2023,21,106.0
21-4-2023,22,105.4
21-4-2023,23,94.8
22-4-2023,0,44.6
22-4-2023,1,9.1
22-4-2023,2,3.7
22-4-2023,3,3.3
22-4-2023,4,3.5
22-4-2023,5,5.4
22-4-2023,6,17.7
22-4-2023,7,39.9
22-4-2023,8,72.0
22-4-2023,9,101.8
22-4-2023,10,121.9
22-4-2023,11,146.2
22-4-2023,12,166.1
22-4-2023,13,187.5
22-4-2023,14,188.2
22-4-2023,15,178.6
22-4-2023,16,180.3
22-4-2023,17,176.5
22-4-2023,18,143.6
22-4-2023,19,116.5
22-4-2023,20,100.0
22-4-2023,21,92.1
22-4-2023,22,95.9
22-4-2023,23,88.1
23-4-2023,0,44.0
23-4-2023,1,9.3
23-4-2023,2,3.9
23-4-2023,3,3.3
23-4-2023,4,3.7
23-4-2023,5,4.7
23-4-2023,6,6.4
23-4-2023,7,19.7
23-4-2023,8,39.0
23-4-2023,9,67.7
23-4-2023,10,92.3
23-4-2023,11,120.3
23-4-2023,12,140.1
23-4-2023,13,151.4
23-4-2023,14,152.4
23-4-2023,15,147.9
23-4-2023,16,150.5
23-4-2023,17,147.8
23-4-2023,18,130.0
23-4-2023,19,108.5
23-4-2023,20,93.1
23-4-2023,21,78.4
23-4-2023,22,61.8
23-4-2023,23,39.5
24-4-2023,0,11.8
24-4-2023,1,1.1
24-4-2023,2,0.5
24-4-2023,3,0.6
24-4-2023,4,1.8
24-4-2023,5,18.0
24-4-2023,6,97.2
24-4-2023,7,262.4
24-4-2023,8,329.3
24-4-2023,9,197.7
24-4-2023,10,164.6
24-4-2023,11,172.0
24-4-2023,12,209.6
24-4-2023,13,202.2
24-4-2023,14,219.2
24-4-2023,15,255.7
24-4-2023,16,313.5
24-4-2023,17,364.9
24-4-2023,18,213.7
24-4-2023,19,119.0
24-4-2023,20,90.0
24-4-2023,21,81.4
24-4-2023,22,68.8
24-4-2023,23,40.1
25-4-2023,0,12.4
25-4-2023,1,1.1
25-4-2023,2,0.5
25-4-2023,3,0.7
25-4-2023,4,1.7
25-4-2023,5,18.2
25-4-2023,6,99.6
25-4-2023,7,274.9
25-4-2023,8,341.3
25-4-2023,9,210.6
25-4-2023,10,179.4
25-4-2023,11,187.6
25-4-2023,12,225.2
25-4-2023,13,217.1
25-4-2023,14,230.6
25-4-2023,15,269.2
25-4-2023,16,332.8
25-4-2023,17,382.9
25-4-2023,18,235.0
25-4-2023,19,134.2
25-4-2023,20,99.0
25-4-2023,21,90.6
25-4-2023,22,79.2
25-4-2023,23,48.6
26-4-2023,0,15.1
26-4-2023,1,1.6
26-4-2023,2,0.8
26-4-2023,3,0.8
26-4-2023,4,1.8
26-4-2023,5,16.9
26-4-2023,6,84.5
26-4-2023,7,221.2
26-4-2023,8,284.7
26-4-2023,9,193.5
26-4-2023,10,170.9
26-4-2023,11,183.4
26-4-2023,12,223.7
26-4-2023,13,219.8
26-4-2023,14,233.3
26-4-2023,15,272.8
26-4-2023,16,315.7
26-4-2023,17,346.3
26-4-2023,18,254.2
26-4-2023,19,186.1
26-4-2023,20,149.8
26-4-2023,21,123.9
26-4-2023,22,108.2
26-4-2023,23,103.9
27-4-2023,0,64.8
27-4-2023,1,18.9
27-4-2023,2,11.5
27-4-2023,3,7.9
27-4-2023,4,5.3
27-4-2023,5,8.3
27-4-2023,6,18.8
27-4-2023,7,33.2
27-4-2023,8,56.4
27-4-2023,9,106.4
27-4-2023,10,164.3
27-4-2023,11,221.1
27-4-2023,12,272.0
27-4-2023,13,297.6
27-4-2023,14,283.2
27-4-2023,15,231.7
27-4-2023,16,192.9
27-4-2023,17,173.6
27-4-2023,18,160.3
27-4-2023,19,163.4
27-4-2023,20,169.5
27-4-2023,21,167.9
27-4-2023,22,155.3
27-4-2023,23,129.0
28-4-2023,0,51.7
28-4-2023,1,9.0
28-4-2023,2,4.1
28-4-2023,3,3.1
28-4-2023,4,4.3
28-4-2023,5,16.2
28-4-2023,6,53.3
28-4-2023,7,106.4
28-4-2023,8,145.0
28-4-2023,9,132.3
28-4-2023,10,134.9
28-4-2023,11,153.8
28-4-2023,12,183.6
28-4-2023,13,192.6
28-4-2023,14,201.7
28-4-2023,15,213.8
28-4-2023,16,225.5
28-4-2023,17,235.2
28-4-2023,18,186.0
28-4-2023,19,126.7
28-4-2023,20,96.9
28-4-2023,21,85.7
28-4-2023,22,85.7
28-4-2023,23,68.2
29-4-2023,0,27.2
29-4-2023,1,4.5
29-4-2023,2,1.6
29-4-2023,3,1.4
29-4-2023,4,2.0
29-4-2023,5,4.6
29-4-2023,6,15.4
29-4-2023,7,35.8
29-4-2023,8,66.4
29-4-2023,9,99.6
29-4-2023,10,123.6
29-4-2023,11,150.3
29-4-2023,12,168.1
29-4-2023,13,180.0
29-4-2023,14,181.8
29-4-2023,15,179.3
29-4-2023,16,180.6
29-4-2023,17,179.4
29-4-2023,18,155.7
29-4-2023,19,126.7
29-4-2023,20,104.7
29-4-2023,21,90.1
29-4-2023,22,94.7
29-4-2023,23,90.3
30-4-2023,0,41.2
30-4-2023,1,8.3
30-4-2023,2,3.4
30-4-2023,3,2.7
30-4-2023,4,3.1
30-4-2023,5,4.5
30-4-2023,6,6.2
30-4-2023,7,18.8
30-4-2023,8,37.7
30-4-2023,9,65.2
30-4-2023,10,91.1
30-4-2023,11,119.0
30-4-2023,12,134.8
30-4-2023,13,141.5
30-4-2023,14,140.6
30-4-2023,15,142.5
30-4-2023,16,141.6
30-4-2023,17,139.1
30-4-2023,18,118.5
30-4-2023,19,102.0
30-4-2023,20,90.2
30-4-2023,21,86.0
30-4-2023,22,69.4
30-4-2023,23,42.7
1-5-2023,0,13.4
1-5-2023,1,1.3
1-5-2023,2,0.7
1-5-2023,3,0.7
1-5-2023,4,1.9
1-5-2023,5,17.1
1-5-2023,6,82.6
1-5-2023,7,192.5
1-5-2023,8,223.3
1-5-2023,9,140.6
1-5-2023,10,126.6
1-5-2023,11,140.1
1-5-2023,12,160.6
1-5-2023,13,162.9
1-5-2023,14,171.6
1-5-2023,15,197.8
1-5-2023,16,248.6
1-5-2023,17,299.8
1-5-2023,18,183.0
1-5-2023,19,109.1
1-5-2023,20,84.7
1-5-2023,21,75.4
1-5-2023,22,63.4
1-5-2023,23,38.5
2-5-2023,0,12.5
2-5-2023,1,1.2
2-5-2023,2,0.6
2-5-2023,3,0.8
2-5-2023,4,1.9
2-5-2023,5,18.1
2-5-2023,6,90.6
2-5-2023,7,218.6
2-5-2023,8,258.2
2-5-2023,9,162.8
2-5-2023,10,139.8
2-5-2023,11,149.2
2-5-2023,12,171.4
2-5-2023,13,172.8
2-5-2023,14,182.5
2-5-2023,15,213.9
2-5-2023,16,274.0
2-5-2023,17,335.3
2-5-2023,18,208.0
2-5-2023,19,118.9
2-5-2023,20,91.8
2-5-2023,21,80.4
2-5-2023,22,69.4
2-5-2023,23,43.1
3-5-2023,0,13.0
3-5-2023,1,1.3
3-5-2023,2,0.5
3-5-2023,3,0.6
3-5-2023,4,1.8
3-5-2023,5,17.0
3-5-2023,6,78.6
3-5-2023,7,178.8
3-5-2023,8,218.5
3-5-2023,9,156.8
3-5-2023,10,142.3
3-5-2023,11,153.7
3-5-2023,12,174.3
3-5-2023,13,174.8
3-5-2023,14,184.7
3-5-2023,15,212.5
3-5-2023,16,256.2
3-5-2023,17,301.6
3-5-2023,18,201.9
3-5-2023,19,125.5
3-5-2023,20,95.5
3-5-2023,21,85.9
3-5-2023,22,78.1
3-5-2023,23,52.6
4-5-2023,0,16.0
4-5-2023,1,1.3
4-5-2023,2,0.6
4-5-2023,3,0.7
4-5-2023,4,1.8
4-5-2023,5,17.0
4-5-2023,6,82.8
4-5-2023,7,199.2
4-5-2023,8,243.6
4-5-2023,9,159.9
4-5-2023,10,141.1
4-5-2023,11,151.4
4-5-2023,12,175.2
4-5-2023,13,177.5
4-5-2023,14,189.0
4-5-2023,15,220.2
4-5-2023,16,271.5
4-5-2023,17,322.2
4-5-2023,18,216.7
4-5-2023,19,136.1
4-5-2023,20,104.8
4-5-2023,21,96.0
4-5-2023,22,84.7
4-5-2023,23,59.6
5-5-2023,0,21.5
5-5-2023,1,2.4
5-5-2023,2,1.1
5-5-2023,3,1.2
5-5-2023,4,2.2
5-5-2023,5,14.2
5-5-2023,6,51.2
5-5-2023,7,101.2
5-5-2023,8,131.3
5-5-2023,9,115.6
5-5-2023,10,120.6
5-5-2023,11,149.4
5-5-2023,12,176.6
5-5-2023,13,192.1
5-5-2023,14,202.7
5-5-2023,15,206.9
5-5-2023,16,213.3
5-5-2023,17,223.3
5-5-2023,18,182.6
5-5-2023,19,133.8
5-5-2023,20,106.4
5-5-2023,21,105.0
5-5-2023,22,112.1
5-5-2023,23,125.9
6-5-2023,0,57.6
6-5-2023,1,10.3
6-5-2023,2,3.2
6-5-2023,3,2.5
6-5-2023,4,2.9
6-5-2023,5,5.4
6-5-2023,6,16.7
6-5-2023,7,37.2
6-5-2023,8,66.7
6-5-2023,9,98.0
6-5-2023,10,119.5
6-5-2023,11,144.2
6-5-2023,12,160.7
6-5-2023,13,171.0
6-5-2023,14,173.6
6-5-2023,15,172.5
6-5-2023,16,174.9
6-5-2023,17,179.4
6-5-2023,18,156.1
6-5-2023,19,129.9
6-5-2023,20,105.1
6-5-2023,21,89.9
6-5-2023,22,94.9
6-5-2023,23,92.0
7-5-2023,0,42.2
7-5-2023,1,8.4
7-5-2023,2,3.1
7-5-2023,3,2.5
7-5-2023,4,2.9
7-5-2023,5,4.0
7-5-2023,6,5.8
7-5-2023,7,16.5
7-5-2023,8,34.9
7-5-2023,9,59.6
7-5-2023,10,81.2
7-5-2023,11,107.3
7-5-2023,12,126.2
7-5-2023,13,135.7
7-5-2023,14,133.2
7-5-2023,15,132.8
7-5-2023,16,140.4
7-5-2023,17,136.3
7-5-2023,18,117.8
7-5-2023,19,96.3
7-5-2023,20,83.7
7-5-2023,21,72.3
7-5-2023,22,55.9
7-5-2023,23,35.5
8-5-2023,0,11.1
8-5-2023,1,1.1
8-5-2023,2,0.4
8-5-2023,3,0.6
8-5-2023,4,1.8
8-5-2023,5,18.4
8-5-2023,6,102.1
8-5-2023,7,325.2
8-5-2023,8,396.8
8-5-2023,9,223.0
8-5-2023,10,173.0
8-5-2023,11,175.5
8-5-2023,12,213.2
8-5-2023,13,208.5
8-5-2023,14,248.6
8-5-2023,15,295.6
8-5-2023,16,338.9
8-5-2023,17,355.8
8-5-2023,18,196.2
8-5-2023,19,105.2
8-5-2023,20,77.6
8-5-2023,21,70.2
8-5-2023,22,60.3
8-5-2023,23,37.0
9-5-2023,0,11.3
9-5-2023,1,1.1
9-5-2023,2,0.5
9-5-2023,3,0.7
9-5-2023,4,1.7
9-5-2023,5,18.7
9-5-2023,6,114.1
9-5-2023,7,378.4
9-5-2023,8,480.2
9-5-2023,9,267.0
9-5-2023,10,194.8
9-5-2023,11,192.0
9-5-2023,12,243.3
9-5-2023,13,237.2
9-5-2023,14,280.8
9-5-2023,15,324.7
9-5-2023,16,372.3
9-5-2023,17,413.7
9-5-2023,18,239.8
9-5-2023,19,123.9
9-5-2023,20,87.6
9-5-2023,21,76.3
9-5-2023,22,74.7
9-5-2023,23,47.8
10-5-2023,0,14.0
10-5-2023,1,1.2
10-5-2023,2,0.5
10-5-2023,3,0.7
10-5-2023,4,1.9
10-5-2023,5,17.9
10-5-2023,6,97.2
10-5-2023,7,317.6
10-5-2023,8,400.5
10-5-2023,9,232.9
10-5-2023,10,180.2
10-5-2023,11,185.6
10-5-2023,12,237.4
10-5-2023,13,225.7
10-5-2023,14,258.4
10-5-2023,15,298.2
10-5-2023,16,331.7
10-5-2023,17,346.4
10-5-2023,18,211.7
10-5-2023,19,118.3
10-5-2023,20,86.7
10-5-2023,21,82.1
10-5-2023,22,78.3
10-5-2023,23,46.9
11-5-2023,0,14.1
11-5-2023,1,1.4
11-5-2023,2,0.5
11-5-2023,3,0.8
11-5-2023,4,1.9
11-5-2023,5,18.4
11-5-2023,6,105.8
11-5-2023,7,348.3
11-5-2023,8,439.6
11-5-2023,9,247.4
11-5-2023,10,188.9
11-5-2023,11,192.1
11-5-2023,12,243.3
11-5-2023,13,229.9
11-5-2023,14,268.5
11-5-2023,15,316.6
11-5-2023,16,361.5
11-5-2023,17,384.5
11-5-2023,18,234.7
11-5-2023,19,136.4
11-5-2023,20,105.6
11-5-2023,21,98.0
11-5-2023,22,91.8
11-5-2023,23,60.4
12-5-2023,0,20.1
12-5-2023,1,2.2
12-5-2023,2,0.9
12-5-2023,3,1.0
12-5-2023,4,2.2
12-5-2023,5,16.8
12-5-2023,6,81.4
12-5-2023,7,255.3
12-5-2023,8,329.6
12-5-2023,9,210.6
12-5-2023,10,179.0
12-5-2023,11,191.4
12-5-2023,12,240.2
12-5-2023,13,238.7
12-5-2023,14,271.3
12-5-2023,15,302.1
12-5-2023,16,309.4
12-5-2023,17,305.3
12-5-2023,18,226.1
12-5-2023,19,152.6
12-5-2023,20,115.6
12-5-2023,21,100.9
12-5-2023,22,110.3
12-5-2023,23,90.9
13-5-2023,0,45.0
13-5-2023,1,7.6
13-5-2023,2,2.8
13-5-2023,3,2.1
13-5-2023,4,2.4
13-5-2023,5,5.4
13-5-2023,6,18.0
13-5-2023,7,40.7
13-5-2023,8,77.0
13-5-2023,9,108.7
13-5-2023,10,128.9
13-5-2023,11,153.7
13-5-2023,12,176.0
13-5-2023,13,189.6
13-5-2023,14,187.8
13-5-2023,15,183.2
13-5-2023,16,183.7
13-5-2023,17,179.3
13-5-2023,18,152.8
13-5-2023,19,128.8
13-5-2023,20,110.0
13-5-2023,21,95.5
13-5-2023,22,95.0
13-5-2023,23,85.0
14-5-2023,0,45.9
14-5-2023,1,10.1
14-5-2023,2,3.3
14-5-2023,3,2.4
14-5-2023,4,2.9
14-5-2023,5,4.2
14-5-2023,6,6.2
14-5-2023,7,17.2
14-5-2023,8,37.8
14-5-2023,9,67.0
14-5-2023,10,90.8
14-5-2023,11,119.8
14-5-2023,12,140.2
14-5-2023,13,154.0
14-5-2023,14,153.5
14-5-2023,15,144.3
14-5-2023,16,141.8
14-5-2023,17,132.5
14-5-2023,18,116.9
14-5-2023,19,117.5
14-5-2023,20,112.6
14-5-2023,21,91.2
14-5-2023,22,74.2
14-5-2023,23,42.4
15-5-2023,0,13.7
15-5-2023,1,1.2
15-5-2023,2,0.5
15-5-2023,3,0.6
15-5-2023,4,1.8
15-5-2023,5,18.9
15-5-2023,6,103.0
15-5-2023,7,327.7
15-5-2023,8,406.1
